Master_Group_Code,item_code,bill_no,brcode,Tran_Type,d_date,year,month,monthnumber,Year_Month_Brcode,Tran_Month,Channel,qty,Disc_Amt,Net_Sales,Margin_Value,MRP_Value,Spl_disc_Amt,Tot_Disc_Amt,Cost_Value,Main_Category,pl_Flag
GM0003,225723,614/2022/S/2250,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,4.80,43.19,5.96,4.80,0.0,4.8,37.23,PHARMA,OTHERS
GM0003,300975,614/2022/S/10793,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.69,51.22,9.01,3.80,0.02,5.71,42.21,PHARMA,OTHERS
GM0013,332437,614/2022/S/2379,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,635.59,185.12,635.59,0.0,0.0,450.47,FMCG,PL
GM0011,243109,614/2022/S/7662,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,49.11,29.66,49.11,0.0,0.0,19.45,FMCG,PL
GM0001,316969,614/2022/S/573,614,Sales,2022-04-02T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,152.54,38.13,152.54,0.0,0.0,114.41,FMCG,OTHERS
GM0013,376147,614/2022/S/2968,614,Sales,2022-04-09T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,143.0,52.43,143.00,0.0,0.0,90.57,FMCG,PL
GM0003,237826,614/2022/S/1190,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,11.25,101.29,23.95,11.25,0.0,11.25,77.34,PHARMA,OTHERS
GM0003,244295,614/2022/S/1190,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,18.60,167.4,26.79,6.20,0.03,18.630000000000003,140.61,PHARMA,OTHERS
GM0007,298868,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,14.82,133.39,18.38,14.82,0.0,14.82,115.01,PHARMA,OTHERS
GM0007,357850,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,10.17,57.6,5.49,2.26,0.03,10.2,52.11,PHARMA,OTHERS
GM0004,207317,614/2022/S/1130,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,19.64,17.65,1.96,0.0,0.0,1.99,PHARMA,OTHERS
GM0004,207317,614/2022/S/1796,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,19.64,17.65,1.96,0.0,0.0,1.99,PHARMA,OTHERS
GM0005,210960,614/2022/S/10793,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,1.85,16.65,9.0,1.85,0.01,1.86,7.65,PHARMA,OTHERS
GM0004,226950,614/2022/S/1130,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,9.39,1.9,4.70,0.0,0.0,7.49,PHARMA,OTHERS
GM0004,226950,614/2022/S/8814,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,18.79,4.24,4.70,0.0,0.0,14.55,PHARMA,OTHERS
GM0004,226950,614/2022/S/10553,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,18.79,4.24,4.70,0.0,0.0,14.55,PHARMA,OTHERS
GM0004,226950,614/2022/S/10793,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,4.70,42.27,6.36,4.70,0.0,4.7,35.91,PHARMA,OTHERS
-,224290,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,108.47,6.9,108.48,0.0,0.0,101.57,FMCG,OTHERS
GM0004,202745,614/2022/S/2250,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.80,14.40,129.61,17.11,18.00,0.01,14.41,112.50,PHARMA,OTHERS
GM0007,342563,614/2022/S/1229,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,10.58,95.21,21.45,10.58,0.0,10.58,73.76,PHARMA,OTHERS
GM0007,354002,614/2022/S/10553,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,71.99,42.68,18.00,0.0,0.0,29.31,PHARMA,OTHERS
-,334525,614/2022/S/4051,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,152.54,18.99,76.27,0.0,0.0,133.55,FMCG,OTHERS
GM0001,266586,614/2022/S/8057,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,236.44,21.69,236.44,0.0,0.0,214.75,FMCG,OTHERS
GM0001,267700,614/2022/S/8259,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,82.14,17.64,82.14,0.0,0.0,64.50,FMCG,OTHERS
GM0001,248638,614/2022/S/5353,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,35.71,6.28,35.71,0.0,0.0,29.43,FMCG,OTHERS
GM0007,298253,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,16.25,146.25,20.16,10.83,0.0,16.25,126.09,PHARMA,OTHERS
GM0013,300850,614/2022/S/5740,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.0,13.19,25.00,0.0,0.0,11.81,FMCG,PL
-,305992,614/2022/S/5189,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,38.14,11.43,38.14,0.0,0.0,26.71,FMCG,OTHERS
GM0013,354151,614/2022/S/5189,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.0,13.19,25.00,0.0,0.0,11.81,FMCG,PL
GM0007,298703,614/2022/S/2375,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,8.42,75.74,10.85,8.42,0.0,8.42,64.89,PHARMA,OTHERS
GM0007,209303,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,12.86,72.86,12.86,85.71,0.0,12.86,60.00,PHARMA,OTHERS
GM0005,248021,614/2022/S/1229,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.09,45.8,41.26,5.09,0.0,5.09,4.54,PHARMA,OTHERS
-,257402,614/2022/S/8259,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,148.31,9.44,148.31,0.0,0.0,138.87,FMCG,OTHERS
GM0003,206424,614/2022/S/2160,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,53.57,10.82,53.57,0.0,0.0,42.75,PHARMA,OTHERS
GM0003,220658,614/2022/S/1486,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.29,29.57,4.23,3.29,0.01,3.3,25.34,PHARMA,OTHERS
GM0010,378818,614/2022/S/5536,614,Sales,2022-04-16T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,115.18,62.93,115.18,0.0,0.0,52.25,FMCG,PL
GM0003,221538,614/2022/S/3467,614,Sales,2022-04-10T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,91.36,22.29,91.36,0.0,0.0,69.07,PHARMA,OTHERS
GM0007,344780,614/2022/S/4051,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,25.89,233.04,75.8,258.93,0.0,25.89,157.24,PHARMA,OTHERS
GM0001,314384,614/2022/S/8509,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,28.57,6.14,28.57,0.0,0.0,22.43,FMCG,OTHERS
GM0011,378147,614/2022/S/10793,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,126.27,44.32,126.27,0.0,0.0,81.95,FMCG,PL
GM0007,204047,614/2022/S/10553,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,29.88,10.01,29.88,0.0,0.0,19.87,PHARMA,OTHERS
GM0005,210527,614/2022/S/10553,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,7.62,5.31,1.91,0.0,0.0,2.31,PHARMA,OTHERS
GM0003,243713,614/2022/S/9674,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,1.62,14.54,11.84,8.08,0.0,1.62,2.70,PHARMA,OTHERS
GM0005,253251,614/2022/S/573,614,Sales,2022-04-02T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,10.31,8.18,5.16,0.0,0.0,2.13,PHARMA,OTHERS
GM0007,334037,614/2022/S/5889,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,119.19,29.08,7.95,0.0,0.0,90.11,PHARMA,OTHERS
GM0001,253992,614/2022/S/7546,614,Sales,2022-04-21T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,47.32,5.0,47.32,0.0,0.0,42.32,FMCG,OTHERS
-,205551,614/2022/S/9964,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,63.56,6.88,63.56,0.0,0.0,56.68,FMCG,OTHERS
-,206457,614/2022/S/7083,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,152.54,20.46,152.54,0.0,0.0,132.08,FMCG,OTHERS
-,211808,614/2022/S/5072,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,83.9,19.09,83.90,0.0,0.0,64.81,FMCG,OTHERS
GM0003,206136,614/2022/S/1229,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,15.00,135.0,10.85,150.00,0.0,15.0,124.15,PHARMA,OTHERS
GM0003,206136,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,45.00,255.0,6.7,150.00,0.0,45.0,248.30,PHARMA,OTHERS
GM0003,236703,614/2022/S/9674,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,21.20,190.76,26.28,10.60,0.0,21.2,164.48,PHARMA,OTHERS
GM0003,248137,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,10.19,91.68,12.63,10.19,0.01,10.2,79.05,PHARMA,OTHERS
GM0007,288927,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,226.86,1285.52,33.77,756.19,0.0,226.86,1251.75,PHARMA,OTHERS
GM0007,298289,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,206.92,1172.54,53.18,45.98,0.0,206.92,1119.36,PHARMA,OTHERS
GM0007,353348,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,5.00,149.92,849.52,87.58,26.91,0.05,149.97,761.94,PHARMA,OTHERS
GM0007,353625,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,35.77,202.67,20.48,7.95,0.0,35.77,182.19,PHARMA,OTHERS
GM0007,373560,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,17.68,159.1,24.63,11.79,0.02,17.7,134.48,PHARMA,OTHERS
GM0007,379585,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,37.50,212.5,17.2,12.50,0.0,37.5,195.30,PHARMA,OTHERS
GM0013,348873,614/2022/S/7662,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,90.0,37.67,90.00,0.0,0.0,52.33,FMCG,PL
GM0007,286891,614/2022/S/10793,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,33.48,301.34,52.68,334.82,0.0,33.48,248.66,PHARMA,OTHERS
GM0007,372401,614/2022/S/1486,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,11.16,100.45,13.95,111.61,0.0,11.16,86.50,PHARMA,OTHERS
GM0013,224551,614/2022/S/7918,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,45.0,23.74,45.00,0.0,0.0,21.26,FMCG,PL
GM0005,211757,614/2022/S/1707,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,8.57,4.72,2.14,0.0,0.0,3.85,PHARMA,OTHERS
GM0003,316015,614/2022/S/10553,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,10.4,1.95,10.40,0.0,0.0,8.45,PHARMA,OTHERS
GM0003,317919,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,5.88,52.93,7.57,5.88,0.0,5.88,45.36,PHARMA,OTHERS
GM0003,215062,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,2.22,12.61,-0.13,14.83,0.0,2.22,12.74,PHARMA,OTHERS
GM0001,201890,614/2022/S/5740,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,38.14,4.09,38.14,0.0,0.0,34.05,FMCG,OTHERS
GM0001,292823,614/2022/S/9648,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,67.8,7.27,33.90,0.0,0.0,60.53,FMCG,OTHERS
GM0001,255248,614/2022/S/5711,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,33.9,16.51,16.95,0.0,0.0,17.39,FMCG,OTHERS
GM0007,341420,614/2022/S/2375,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,4.29,38.57,6.81,4.29,0.01,4.3,31.76,FMCG,OTHERS
GM0006,257534,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,10.00,12.59,71.33,4.13,8.39,0.01,12.6,67.20,SURGICAL,OTHERS
GM0003,306513,614/2022/S/10781,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.40,0.00,7.67,1.27,1.28,0.0,0.0,6.40,PHARMA,OTHERS
-,225454,614/2022/S/6195,614,Sales,2022-04-18T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,116.07,9.32,116.07,0.0,0.0,106.75,FMCG,OTHERS
GM0008,384189,614/2022/S/8185,614,Sales,2022-04-23T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,16.78,67.12,2.31,83.90,0.0,16.78,64.81,FMCG,OTHERS
GM0003,209329,614/2022/S/5889,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,84.82,18.56,84.82,0.0,0.0,66.26,PHARMA,OTHERS
GM0011,384334,614/2022/S/1979,614,Sales,2022-04-06T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,356.25,140.73,356.25,0.0,0.0,215.52,FMCG,PL
GM0003,211432,614/2022/S/1190,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,19.41,174.66,24.99,6.47,0.03,19.44,149.67,PHARMA,OTHERS
GM0007,216701,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,88.22,499.91,31.09,294.07,0.0,88.22,468.82,PHARMA,OTHERS
GM0003,220330,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,25.01,141.73,13.93,5.56,0.03,25.040000000000003,127.80,PHARMA,OTHERS
GM0007,295922,614/2022/S/1190,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,45.00,405.0,64.8,15.00,0.0,45.0,340.20,PHARMA,OTHERS
GM0003,329275,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,35.00,198.35,32.94,15.56,0.0,35.0,165.41,PHARMA,OTHERS
GM0007,351221,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,12.71,114.4,15.76,8.48,0.02,12.73,98.64,PHARMA,OTHERS
GM0001,290931,614/2022/S/10670,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,17.86,1.97,17.86,0.0,0.0,15.89,FMCG,OTHERS
GM0001,302288,614/2022/S/10670,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,17.86,1.97,17.86,0.0,0.0,15.89,FMCG,OTHERS
GM0004,232435,614/2022/S/6647,614,Sales,2022-04-19T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,25.45,229.03,31.84,127.24,0.0,25.45,197.19,PHARMA,OTHERS
GM0003,325657,614/2022/S/1486,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,2.73,24.54,3.21,0.91,0.03,2.76,21.33,PHARMA,OTHERS
GM0007,328200,614/2022/S/8821,614,Sales,2022-04-25T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,133.85,30.13,133.85,0.0,0.0,103.72,PHARMA,OTHERS
GM0011,361177,614/2022/S/2899,614,Sales,2022-04-09T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,126.27,29.04,126.27,0.0,0.0,97.23,FMCG,PL
-,273483,614/2022/S/4051,614,Sales,2022-04-12T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,139.83,33.9,139.83,0.0,0.0,105.93,FMCG,OTHERS
GM0015,352955,614/2022/S/1130,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,5.00,17.14,68.57,48.39,17.14,0.01,17.150000000000002,20.19,PHARMA,PL
GM0001,204290,614/2022/S/55,614,Sales,2022-04-01T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,25.42,5.69,25.42,0.0,0.0,19.73,FMCG,OTHERS
GM0001,264211,614/2022/S/970,614,Sales,2022-04-03T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,33.9,8.48,33.90,0.0,0.0,25.43,FMCG,OTHERS
GM0001,264211,614/2022/S/7916,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,33.9,8.48,33.90,0.0,0.0,25.43,FMCG,OTHERS
GM0001,264233,614/2022/S/8341,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,16.95,4.23,16.95,0.0,0.0,12.72,FMCG,OTHERS
GM0001,344040,614/2022/S/7916,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,110.17,27.55,55.09,0.0,0.0,82.62,FMCG,OTHERS
GM0001,344525,614/2022/S/970,614,Sales,2022-04-03T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,50.85,12.71,25.42,0.0,0.0,38.14,FMCG,OTHERS
-,373730,614/2022/S/995,614,Sales,2022-04-03T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,42.37,10.58,21.19,0.0,0.0,31.79,FMCG,OTHERS
-,373730,614/2022/S/7916,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,4.00,0.00,84.74,21.16,21.19,0.0,0.0,63.58,FMCG,OTHERS
-,373731,614/2022/S/7916,614,Sales,2022-04-22T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,21.19,5.31,21.19,0.0,0.0,15.88,FMCG,OTHERS
GM0003,200614,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,12.39,70.2,5.7,5.90,0.0,12.39,64.50,PHARMA,OTHERS
GM0003,218801,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,64.49,365.42,33.92,14.33,0.0,64.49,331.50,PHARMA,OTHERS
GM0005,222733,614/2022/S/5740,614,Sales,2022-04-17T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.25,0.00,17.34,15.1,17.34,0.0,0.0,2.24,PHARMA,OTHERS
GM0004,233068,614/2022/S/1602,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,19.22,173.0,28.08,9.61,0.02,19.24,144.92,PHARMA,OTHERS
GM0007,233448,614/2022/S/2375,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,3.00,48.27,434.4,69.51,16.09,0.0,48.27,364.89,PHARMA,OTHERS
GM0003,241124,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,5.00,42.21,239.19,24.99,16.89,0.05,42.26,214.20,PHARMA,OTHERS
GM0007,243385,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,40.18,227.67,31.45,26.79,0.01,40.19,196.22,PHARMA,OTHERS
GM0007,266476,614/2022/S/9112,614,Sales,2022-04-26T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,163.34,37.38,16.34,0.01,0.01,125.96,PHARMA,OTHERS
GM0007,299928,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,6.96,62.67,15.57,4.64,0.02,6.9799999999999995,47.10,PHARMA,OTHERS
GM0003,331393,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,9.89,89.02,12.27,6.60,0.02,9.91,76.76,PHARMA,OTHERS
GM0007,334756,614/2022/S/1602,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,43.21,388.91,55.7,14.40,0.0,43.21,333.21,PHARMA,OTHERS
GM0007,343933,614/2022/S/1486,614,Sales,2022-04-05T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,9.95,89.59,7.57,1.66,0.06,10.01,82.02,PHARMA,OTHERS
GM0007,349277,614/2022/S/2250,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,17.77,159.89,29.58,11.85,0.02,17.79,130.31,PHARMA,OTHERS
GM0007,359106,614/2022/S/8422,614,Sales,2022-04-24T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,11.74,66.53,6.95,2.61,0.03,11.77,59.58,PHARMA,OTHERS
GM0007,369894,614/2022/S/2375,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,13.21,118.87,17.01,6.60,0.0,13.21,101.86,PHARMA,OTHERS
GM0007,379747,614/2022/S/9927,614,Sales,2022-04-28T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,201.78,45.22,10.09,0.0,0.0,156.56,PHARMA,OTHERS
GM0007,384163,614/2022/S/9602,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,42.59,241.33,56.38,9.46,0.0,42.59,184.95,PHARMA,OTHERS
GM0005,229167,614/2022/S/10553,614,Sales,2022-04-30T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.20,0.00,29.25,22.76,14.63,0.0,0.0,6.49,PHARMA,OTHERS
GM0005,286659,614/2022/S/5165,614,Sales,2022-04-15T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,10.18,91.6,63.45,10.18,0.01,10.19,28.15,PHARMA,OTHERS
GM0003,304654,614/2022/S/1229,614,Sales,2022-04-04T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,3.28,29.54,4.73,1.10,0.03,3.3099999999999996,24.81,PHARMA,OTHERS
GM0007,336340,614/2022/S/9648,614,Sales,2022-04-27T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,169.62,35.69,11.31,0.02,0.02,133.94,PHARMA,OTHERS
GM0007,339270,614/2022/S/2250,614,Sales,2022-04-07T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,0.50,2.48,22.3,3.57,2.48,0.01,2.4899999999999998,18.73,PHARMA,OTHERS
GM0011,366213,614/2022/S/7083,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,83.9,46.98,83.90,0.0,0.0,36.92,FMCG,PL
GM0011,366221,614/2022/S/7083,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,2.00,0.00,218.64,122.43,109.32,0.0,0.0,96.21,FMCG,PL
GM0011,366231,614/2022/S/7083,614,Sales,2022-04-20T00:00:00.000Z,2022,Apr,4,2022-Apr-614,Apr,Offline,1.00,0.00,100.85,56.46,100.85,0.0,0.0,44.39,FMCG,PL
